Date,Electricity consumption(MW),Electricity production(MW),Electricity consumption player(MW),Electricity consumption Industrial Zones(MW),Electricity consumption Commercial Zones (MW),Electricity consumption Residential Zones(MW),Electricity consumption Office Zones(MW),Temperature(°C)
2025-08-25T04:45:01,182,72,18.88,40.528,5.2,114.896,3.248,14.12766
2025-08-25T04:57:08,179,72,18.784,39.264,4.768,113.92,3.136,14.40679
2025-08-25T05:09:06,181,72,18.624,41.776,4.848,113.168,3.12,14.66815
2025-08-25T05:21:08,177,72,18.608,39.504,4.736,111.712,3.184,14.91722
2025-08-25T05:33:08,178,72,18.528,40.944,4.8,110.928,3.072,15.15385
2025-08-25T05:45:05,177,72,18.448,40.832,4.608,110.144,3.008,15.37365
2025-08-25T05:57:04,176,72,18.368,40.896,4.432,110.16,3.088,15.58472
2025-08-25T06:09:09,191,85,18.448,57.296,4.416,108.528,2.992,15.78545
2025-08-25T06:21:06,190,85,18.448,56.736,4.416,108.304,3.072,15.9741
2025-08-25T06:33:05,188,85,18.304,55.296,4.384,107.552,3.104,16.15176
2025-08-25T06:45:02,188,85,18.272,56.8,4.368,106.24,2.928,16.32046
2025-08-25T06:57:05,190,85,18.304,59.296,4.256,106.064,2.864,16.48156
2025-08-25T07:09:09,190,85,18.064,59.408,4.304,105.616,2.976,16.63419
2025-08-25T07:21:05,188,85,18.048,58.256,4.176,104.64,2.896,16.7774
2025-08-25T07:33:05,187,85,18,58.192,4.304,104.064,2.816,16.91367
2025-08-25T07:45:02,186,85,18.032,57.088,4.08,104.144,2.88,17.04203
2025-08-25T07:57:08,187,85,17.952,59.056,4.016,103.216,2.976,17.16492
2025-08-25T08:09:06,184,85,17.92,57.472,3.936,102.544,2.832,17.28033
2025-08-25T08:21:02,183,85,17.936,56.576,4.112,102.112,2.928,17.38902
2025-08-25T08:33:00,180,85,17.824,54.8,4.048,101.36,2.8,17.49231
2025-08-25T08:45:00,182,85,17.856,57.12,3.904,100.672,2.784,17.58994
2025-08-25T08:57:08,180,85,17.744,56.032,3.92,100.464,2.736,17.68391
2025-08-25T09:09:07,178,85,17.728,54.016,3.856,99.872,2.88,17.77209
2025-08-25T09:21:03,176,85,17.68,52.592,4.016,99.76,2.784,17.85549
2025-08-25T09:33:04,175,85,17.696,51.376,3.936,99.392,2.864,17.93389
2025-08-25T09:45:07,176,85,17.584,53.792,3.808,98.768,2.816,18.00892
2025-08-25T09:57:09,176,85,17.664,53.584,3.792,98.512,2.768,18.07976
2025-08-25T10:09:04,176,85,17.6,53.744,3.792,99.072,2.736,18.14621
2025-08-25T10:21:09,173,85,17.536,51.136,3.728,98.352,2.768,18.21004
2025-08-25T10:33:06,173,85,17.52,51.376,3.808,97.968,2.768,18.26974
2025-08-25T10:45:03,172,85,17.568,50.592,3.632,98.352,2.768,18.32669
2025-08-25T10:57:00,170,85,17.456,48.352,3.728,98.304,2.752,18.37989
2025-08-25T11:09:05,172,85,17.552,50.4,3.84,98,2.752,18.43126
2025-08-25T11:21:02,170,85,17.472,49.072,3.792,97.12,2.816,18.47946
2025-08-25T11:33:01,169,85,17.36,48.272,3.664,97.648,2.752,18.52498
2025-08-25T11:45:02,170,85,17.312,48.912,3.76,97.744,2.816,18.56815
2025-08-25T11:57:02,169,85,17.312,48.944,3.696,96.96,2.8,18.60903
2025-08-25T12:09:01,168,85,17.248,47.328,3.744,97.328,2.752,18.64785
2025-08-25T12:21:04,166,85,17.376,45.536,3.664,97.296,2.832,18.68485
2025-08-25T12:33:01,168,85,17.168,48.288,3.792,96.96,2.768,18.71935
2025-08-25T12:45:02,167,85,17.296,47.008,3.632,96.528,2.704,18.75246
2025-08-25T12:57:07,168,85,17.28,47.84,3.728,96.736,2.736,18.78382
2025-08-25T13:09:04,166,85,17.296,46.464,3.68,96.784,2.736,18.81297
2025-08-25T13:21:07,166,85,16.944,46.656,3.696,96.32,2.704,18.84112
2025-08-25T13:33:09,167,85,17.152,48.176,3.632,96.272,2.736,18.86765
2025-08-25T13:45:04,169,85,17.296,48.832,3.616,96.688,2.752,18.89255
2025-08-25T13:57:01,167,85,17.232,46.976,3.68,96.688,2.688,18.9159
2025-08-25T14:09:04,167,85,17.088,47.808,3.68,96.656,2.736,18.93884
2025-08-25T14:21:03,167,85,17.184,46.928,3.664,96.592,2.752,18.9597
2025-08-25T14:33:09,164,85,16.816,45.728,3.648,96.016,2.736,18.98032
2025-08-25T14:45:08,166,85,17.072,46.8,3.568,95.984,2.736,18.99898
2025-08-25T14:57:05,167,85,16.976,47.92,3.632,95.888,2.752,19.0173
2025-08-25T15:09:06,169,85,17.136,49.6,3.744,96,2.768,19.03404
2025-08-25T15:21:01,169,85,17.088,49.776,3.68,95.856,2.704,19.05066
2025-08-25T15:33:01,166,85,17.184,47.44,3.6,95.792,2.704,19.06541
2025-08-25T15:45:03,167,85,17.152,47.76,3.584,95.904,2.704,19.08
2025-08-25T15:57:09,165,85,16.912,46.288,3.648,95.984,2.688,19.0942
2025-08-25T16:09:09,164,85,17.056,45.44,3.648,95.76,2.72,19.10667
2025-08-25T16:21:08,164,85,16.88,45.168,3.712,95.696,2.72,19.11917
2025-08-25T16:33:07,164,85,17.04,45.328,3.648,95.92,2.688,19.13123
2025-08-25T16:45:06,166,85,16.752,47.92,3.632,95.648,2.704,19.14161
2025-08-25T16:57:07,167,85,17.072,48.336,3.6,95.616,2.672,19.15205
2025-08-25T17:09:06,169,85,17.168,49.552,3.648,96.064,2.72,19.16243
2025-08-25T17:21:06,168,85,17.088,49.344,3.664,95.536,2.768,19.17171
2025-08-25T17:33:02,168,85,17.168,49.216,3.552,95.888,2.704,19.18006
2025-08-25T17:45:03,167,85,16.864,48.704,3.632,95.872,2.656,19.18834
2025-08-25T17:57:08,166,85,16.832,48.544,3.568,95.36,2.672,19.19672
2025-08-25T18:09:03,164,85,16.832,46.16,3.584,95.328,2.656,19.20503
2025-08-25T18:21:04,164,85,16.944,46.032,3.552,95.216,2.688,19.21136
2025-08-25T18:33:04,166,85,16.832,47.968,3.552,95.424,2.672,19.21758
2025-08-25T18:45:07,165,85,16.88,46.48,3.648,95.6,2.704,19.22387
2025-08-25T18:57:08,163,85,16.528,45.904,3.632,95.248,2.672,19.23013
2025-08-25T19:09:07,165,85,17.072,46.24,3.616,95.744,2.72,19.23637
2025-08-25T19:21:05,164,85,16.944,45.856,3.632,95.856,2.688,19.2426
2025-08-25T19:33:00,162,85,16.8,43.568,3.584,95.632,2.656,19.24701
2025-08-25T19:45:09,162,85,16.816,44.208,3.584,95.552,2.688,19.25122
2025-08-25T19:57:06,164,85,16.72,45.488,3.68,95.6,2.704,19.25537
2025-08-25T20:09:05,163,85,16.896,44.8,3.616,95.28,2.704,19.25954
2025-08-25T20:21:09,162,85,16.864,44.032,3.616,95.552,2.736,19.26373
2025-08-25T20:33:02,163,85,16.768,45.376,3.552,95.088,2.736,19.26787
2025-08-25T20:45:01,166,85,16.928,48.304,3.616,95.312,2.688,19.27202
2025-08-25T20:57:11,166,85,16.848,47.664,3.584,95.92,2.688,19.27623
2025-08-25T21:09:06,166,85,16.832,48.368,3.568,95.52,2.704,19.28038
2025-08-25T21:21:00,168,85,17.2,48.4,3.632,96.048,2.768,18.85415
2025-08-25T21:33:02,172,85,17.392,51.264,3.744,97.6,2.832,18.43861
2025-08-25T21:45:01,173,85,17.584,51.328,3.824,98.448,2.784,18.04329
2025-08-25T21:57:01,176,85,17.648,52.32,3.968,100.176,2.848,17.66865
2025-08-25T22:09:07,163,72,17.904,36.544,4.048,101.888,2.768,17.31233
2025-08-25T22:21:08,166,72,17.92,38.704,4.064,102.912,2.928,16.97539
2025-08-25T22:33:01,167,72,18.016,38.032,4.192,104.32,2.928,16.66121
2025-08-25T22:45:08,169,72,18.064,38.944,4.128,105.488,2.912,16.35819
2025-08-25T22:57:01,170,72,18.24,38.96,4.432,106.144,3.008,16.07523
2025-08-25T23:09:02,171,72,18.224,38.432,4.32,107.6,3.072,15.80478
2025-08-25T23:21:08,174,72,18.368,40.096,4.416,109.04,3.04,15.54737
2025-08-25T23:33:07,175,72,18.416,40.24,4.592,109.184,3.072,15.30462
2025-08-25T23:45:05,178,72,18.48,41.488,4.736,110.672,3.104,15.07767
2025-08-25T23:57:03,181,72,18.624,42.832,4.816,111.824,3.168,14.86191
2025-08-26T00:09:03,180,72,18.592,42.096,4.816,111.968,3.072,14.65629
2025-08-26T00:21:07,181,72,18.768,42.128,4.8,112.304,3.184,14.46005
2025-08-26T00:33:01,181,72,18.656,41.152,5.136,113.664,3.168,14.27894
2025-08-26T00:45:03,182,72,18.784,41.728,5.024,114.08,3.152,14.10326
2025-08-26T00:57:06,181,72,18.848,40.56,5.136,114.16,3.264,13.93773
2025-08-26T01:09:06,183,72,18.88,40.56,5.36,115.344,3.312,13.78172
2025-08-26T01:21:00,187,72,18.96,44.144,5.232,115.456,3.232,13.63491
2025-08-26T01:33:05,186,72,19.008,42.672,5.472,115.968,3.264,13.49361
2025-08-26T01:45:00,187,72,19.088,43.088,5.536,116.24,3.264,13.36212
2025-08-26T01:57:01,189,72,19.136,44.224,5.536,116.848,3.296,13.23644
2025-08-26T02:09:01,188,72,19.136,43.024,5.392,117.168,3.312,13.11735
2025-08-26T02:21:07,189,72,19.184,44.192,5.424,117.504,3.408,13.0039
2025-08-26T02:33:01,188,71,19.312,43.264,5.664,117.296,3.344,12.89763
2025-08-26T02:45:04,191,71,19.264,45.12,5.584,118.048,3.36,12.79731
2025-08-26T02:57:06,191,71,19.28,45.872,5.648,117.696,3.424,12.70125
2025-08-26T03:09:08,191,71,19.28,44.464,5.808,118.24,3.424,12.61054
2025-08-26T03:21:00,188,71,19.36,41.984,5.664,118.08,3.392,12.52517
2025-08-26T03:33:01,186,71,19.36,40.064,5.536,118.096,3.36,12.44444
2025-08-26T03:45:09,190,71,19.392,43.168,5.6,118.816,3.488,12.36702
2025-08-26T03:57:07,192,72,19.44,45.44,5.792,118.72,3.44,12.29434
2025-08-26T04:09:08,194,72,19.456,46.384,6,119.408,3.392,12.22533
2025-08-26T04:21:09,194,72,19.44,46.288,6,119.712,3.504,12.16024
2025-08-26T04:33:00,192,72,19.504,44.48,5.984,119.52,3.488,12.0993
2025-08-26T04:45:00,195,72,19.504,46.736,6.064,119.664,3.424,12.04067
2025-08-26T04:57:00,194,72,19.472,45.616,5.824,120.288,3.472,11.98539
2025-08-26T05:09:03,196,72,19.584,47.472,5.76,119.888,3.44,11.93281
2025-08-26T05:21:05,195,72,19.6,46.128,6.128,120.224,3.424,11.88287
2025-08-26T05:33:04,197,72,19.504,47.872,6.24,120.16,3.392,11.83581
2025-08-26T05:45:00,195,72,19.552,45.44,6.4,120.688,3.536,11.79187
2025-08-26T05:57:03,197,72,19.712,47.872,6.352,120.384,3.488,11.74957
2025-08-26T06:09:00,217,85,19.68,68.304,5.904,120.496,3.408,11.70982
2025-08-26T06:21:04,217,85,19.68,67.6,6.256,120.8,3.408,11.67165
2025-08-26T06:33:01,216,85,19.808,66.688,6.272,120.72,3.408,11.63621
2025-08-26T06:45:02,218,85,19.824,68.112,6.432,120.976,3.408,11.60242
2025-08-26T06:57:04,218,85,19.744,68.608,6.144,120.64,3.376,11.57015
2025-08-26T07:09:04,217,85,19.856,65.696,6.32,121.648,3.504,11.53994
2025-08-26T07:21:08,217,85,19.808,67.536,6.272,120.88,3.44,11.51096
2025-08-26T07:33:04,216,85,19.76,66.736,6.192,120.848,3.44,11.48388
2025-08-26T07:45:05,217,85,19.712,66.336,6.464,121.056,3.44,11.4581
2025-08-26T07:57:07,214,85,19.904,63.968,6.32,121.424,3.376,11.4337
2025-08-26T08:09:06,215,85,19.808,64.8,6.32,121.472,3.408,11.41057
2025-08-26T08:21:06,213,85,19.808,61.696,6.416,121.568,3.52,11.38867
2025-08-26T08:33:01,215,85,19.744,64.656,6.288,121.392,3.616,11.36802
2025-08-26T08:45:00,215,80,19.872,64.624,6.192,121.568,3.584,11.34857
2025-08-26T08:57:06,214,76,19.824,64.096,5.968,121.344,3.456,11.32987
2025-08-26T09:09:08,212,76,19.792,61.6,6.576,121.344,3.488,11.31225
2025-08-26T09:21:00,212,76,19.856,60.896,6.544,121.488,3.456,11.29558
2025-08-26T09:33:03,211,76,19.872,61.056,6.24,121.056,3.472,11.27992
2025-08-26T09:45:05,216,81,19.84,65.184,6.704,121.536,3.584,11.26506
2025-08-26T09:57:08,218,85,19.872,66.208,6.528,122.016,3.6,11.25082
2025-08-26T10:09:05,214,85,19.872,62.896,6.448,121.616,3.584,11.28205
2025-08-26T10:21:02,208,85,19.696,59.136,6.032,120.224,3.392,11.92041
2025-08-26T10:33:07,205,85,19.504,57.92,5.872,118.72,3.36,12.5297
2025-08-26T10:45:03,202,85,19.344,56.736,5.536,117.136,3.36,13.09768
2025-08-26T10:57:00,201,85,19.12,57.376,5.328,115.952,3.36,13.63715
2025-08-26T11:09:07,198,85,19.024,56.368,5.024,114.432,3.312,13.99732
2025-08-26T11:21:03,194,80,19.072,53.456,4.96,114.224,3.216,13.94345
2025-08-26T11:33:06,198,77,19.072,54.896,5.248,115.6,3.36,13.62928
2025-08-26T11:45:02,200,77,19.168,56.048,5.376,116.352,3.248,13.33745
2025-08-26T11:57:06,206,77,19.232,61.872,5.472,116.576,3.28,13.05503
2025-08-26T12:09:08,206,77,19.376,60.304,5.696,117.632,3.296,12.79202
2025-08-26T12:21:03,206,82,19.392,59.84,5.712,118.064,3.312,12.7499
2025-08-26T12:33:05,203,85,19.376,58.048,5.568,117.36,3.36,13.01121
2025-08-26T12:45:01,204,85,19.296,59.648,5.44,116.912,3.36,13.2589
2025-08-26T12:57:02,202,85,19.2,58.816,5.392,116.24,3.296,13.49453
2025-08-26T13:09:05,200,85,19.088,57.84,5.248,115.584,3.232,13.71863
2025-08-26T13:21:00,197,85,19.008,55.232,5.088,114.8,3.232,13.9285
2025-08-26T13:33:08,198,85,18.96,57.536,5.152,113.712,3.184,14.13013
2025-08-26T13:45:07,195,85,18.944,55.04,5.072,113.424,3.296,14.31874
2025-08-26T13:57:08,195,85,18.8,56.144,4.992,112.048,3.184,14.49769
2025-08-26T14:09:08,195,85,18.8,56.576,5.008,111.856,3.152,14.6679
2025-08-26T14:21:06,196,85,18.768,57.36,4.864,111.776,3.248,14.82873
2025-08-26T14:33:02,192,85,18.72,54.88,4.8,110.8,3.136,14.98006
2025-08-26T14:45:00,193,85,18.624,57.248,4.576,110.4,3.072,15.12236
2025-08-26T14:57:02,189,85,18.64,54.624,4.624,108.848,3.136,15.25974
2025-08-26T15:09:00,190,85,18.496,55.104,4.544,109.072,3.136,15.38884
2025-08-26T15:21:09,189,85,18.528,55.6,4.384,108.16,3.024,15.51271
2025-08-26T15:33:03,187,85,18.544,53.152,4.624,108.592,3.04,15.62723
2025-08-26T15:45:01,187,85,18.448,54.24,4.544,107.264,2.96,15.73653
2025-08-26T15:57:00,189,85,18.448,55.776,4.416,107.52,3.024,15.84028
2025-08-26T16:09:09,188,85,18.432,55.904,4.368,106.816,2.928,15.9395
2025-08-26T16:21:07,188,85,18.352,56.384,4.384,106.544,2.992,16.03222
2025-08-26T16:33:06,188,85,18.256,56.4,4.288,106.08,3.008,16.12027
2025-08-26T16:45:07,186,85,18.288,54.928,4.496,105.904,2.88,16.20393
2025-08-26T16:57:05,185,85,18.32,55.152,4.304,105.136,2.976,16.28251
2025-08-26T17:09:04,189,85,18.208,58.688,4.208,105.136,2.928,16.35698
2025-08-26T17:21:04,188,85,18.208,57.696,4.224,105.104,3.024,16.42809
2025-08-26T17:33:00,184,85,18.192,54.96,4.192,103.728,2.928,16.49479
2025-08-26T17:45:08,182,85,18.208,53.04,4.4,104.24,2.912,16.5588
2025-08-26T17:57:06,183,85,18.208,54.56,4.192,103.536,2.832,16.61878
2025-08-26T18:09:06,184,85,18.16,54.544,4.384,104.08,2.928,16.67584
2025-08-26T18:21:05,182,85,18.144,53.84,4.08,103.296,2.8,16.72962
2025-08-26T18:33:04,182,85,18.144,53.536,4.256,103.712,2.928,16.78034
2025-08-26T18:45:06,178,85,18.112,50.768,4.048,103.008,2.896,16.82903
2025-08-26T18:57:08,177,85,18.112,49.536,4.016,102.64,2.928,16.87485
2025-08-26T19:09:06,175,85,18.096,47.376,4.032,103.104,2.88,16.91782
2025-08-26T19:21:06,176,85,18.016,48.96,4.256,102.304,2.8,16.95882
2025-08-26T19:33:03,176,85,17.936,49.376,3.984,102.112,2.976,16.99758
2025-08-26T19:45:07,174,85,18.032,46.752,4.096,102.784,2.896,17.03447
2025-08-26T19:57:00,173,85,17.984,47.056,4.016,101.168,2.88,17.06889
2025-08-26T20:09:04,174,85,18.016,47.008,3.984,102.128,3.008,17.1021
2025-08-26T20:21:02,174,85,17.968,47.632,4.032,101.872,2.752,17.13335
2025-08-26T20:33:04,176,85,17.952,50.08,4.08,101.664,2.768,17.16297
2025-08-26T20:45:08,177,85,18,50.688,4.016,101.712,2.864,17.19081
2025-08-26T20:57:09,174,85,17.952,48.528,3.888,101.664,2.768,17.21757
2025-08-26T21:09:09,173,85,18,47.008,4.096,101.408,2.784,17.24258
2025-08-26T21:21:04,174,85,17.904,48.608,3.936,101.552,2.896,17.26606
2025-08-26T21:33:00,177,85,17.888,51.008,3.904,101.328,2.928,17.20416
2025-08-26T21:45:05,181,84,18.016,54.032,3.952,102.992,2.896,16.95629
2025-08-26T21:57:00,183,80,18.096,55.04,4.24,103.424,2.816,16.72477
2025-08-26T22:09:06,169,65,18.032,39.92,4.336,104.752,2.832,16.50195
2025-08-26T22:21:02,168,65,18.112,38.064,4.336,105.184,2.976,16.29457
2025-08-26T22:33:01,167,65,18.176,34.976,4.496,106.576,3.024,16.09677
2025-08-26T22:45:07,172,65,18.224,40,4.448,106.384,3.024,15.9075
2025-08-26T22:57:08,174,65,18.304,40.688,4.416,107.984,2.992,15.73024
2025-08-26T23:09:05,175,65,18.352,41.344,4.512,108.608,3.024,15.56363
2025-08-26T23:21:02,178,65,18.416,43.408,4.496,108.96,3.136,15.40436
2025-08-26T23:33:04,179,65,18.368,43.696,4.448,109.424,3.168,15.25278
2025-08-26T23:45:02,181,65,18.496,45.696,4.752,109.936,3.088,15.11212
2025-08-26T23:57:00,180,65,18.512,43.824,4.848,109.92,3.184,14.97714
2025-08-27T00:09:01,179,65,18.544,41.984,4.624,111.088,3.12,14.84875
2025-08-27T00:21:00,179,65,18.64,41.168,4.848,111.632,3.184,14.72767
2025-08-27T00:33:13,181,65,18.688,42.864,4.896,111.584,3.2,14.61088
2025-08-27T00:45:03,182,65,18.72,43.264,4.784,112.192,3.184,14.50427
2025-08-27T00:57:03,181,65,18.736,42.464,4.96,112.432,3.2,14.4016
2025-08-27T01:09:04,181,65,18.816,41.744,4.832,112.48,3.2,14.30455
2025-08-27T01:21:05,182,65,18.832,42.224,5.152,113.488,3.152,14.21216
2025-08-27T01:33:05,181,65,18.8,41.024,5.008,113.264,3.28,14.1249
2025-08-27T01:45:05,184,65,18.816,43.824,5.184,113.488,3.312,14.0424
2025-08-27T01:57:06,184,65,18.896,42.624,5.248,114.496,3.232,13.96434
2025-08-27T02:09:02,185,65,18.928,42.976,5.008,114.928,3.2,13.89055
2025-08-27T02:21:05,182,65,18.928,40.8,5.088,114.864,3.248,13.8202
2025-08-27T02:33:08,183,65,18.992,40.64,5.232,114.976,3.264,13.75325
2025-08-27T02:45:00,185,65,18.912,42.592,5.088,115.328,3.216,13.69159
2025-08-27T02:57:07,186,65,19.056,43.504,5.376,115.52,3.312,13.63144
2025-08-27T03:09:07,187,65,18.976,44.784,5.28,115.504,3.28,13.5751
2025-08-27T03:21:05,187,65,19.04,43.856,5.264,115.68,3.28,13.52172
2025-08-27T03:33:05,186,65,19.136,42.64,5.104,116.064,3.296,13.47153
2025-08-27T03:45:02,186,65,19.088,42.4,5.616,115.872,3.248,13.42388
2025-08-27T03:57:00,185,65,19.088,42.336,5.232,115.984,3.296,13.37858
2025-08-27T04:09:00,185,65,19.072,41.904,5.2,116.304,3.296,13.33577
2025-08-27T04:21:07,187,65,19.136,42.88,5.376,116.624,3.264,13.29493
2025-08-27T04:33:09,184,69,19.12,40.208,5.44,116.928,3.28,13.25645
2025-08-27T04:45:00,184,71,19.072,40.832,5.248,116.512,3.296,13.22034
2025-08-27T04:57:00,184,72,19.12,39.968,5.36,116.336,3.312,13.18595
2025-08-27T05:09:08,184,72,19.2,39.536,5.472,116.688,3.424,13.15289
2025-08-27T05:21:01,186,72,19.056,42.064,5.312,116.848,3.344,13.1223
2025-08-27T05:33:03,187,72,19.2,42.704,5.472,116.832,3.312,13.09291
2025-08-27T05:45:08,190,72,19.104,46.384,5.456,116.704,3.328,13.06515
2025-08-27T05:57:06,191,72,19.152,46.496,5.568,117.312,3.392,13.03889
2025-08-27T06:09:04,214,85,19.328,69.424,5.376,116.912,3.264,13.0142
2025-08-27T06:21:05,211,85,19.36,65.792,5.632,116.96,3.392,12.99066
2025-08-27T06:33:03,214,85,19.36,69.376,5.488,116.96,3.392,12.96852
2025-08-27T06:45:01,214,85,19.296,68.768,5.552,117.136,3.312,12.94748
2025-08-27T06:57:07,216,85,19.408,69.984,5.632,117.76,3.392,12.92737
2025-08-27T07:09:01,214,85,19.376,68.192,5.856,117.536,3.44,12.90864
2025-08-27T07:21:04,215,85,19.376,69.712,5.632,117.344,3.376,12.89071
2025-08-27T07:33:01,212,85,19.296,67.312,5.552,117.136,3.424,12.8739
2025-08-27T07:45:01,212,85,19.44,66.752,5.664,117.6,3.344,12.85785
2025-08-27T07:57:07,212,85,19.328,66.88,5.44,117.52,3.408,12.84249
2025-08-27T08:09:09,212,85,19.392,66.352,5.744,117.52,3.344,12.82806
2025-08-27T08:21:05,209,85,19.312,64.192,5.536,117.168,3.344,12.81453
2025-08-27T08:33:06,208,85,19.344,61.872,5.888,117.616,3.488,12.80164
2025-08-27T08:45:05,204,85,19.424,59.408,5.264,117.168,3.296,12.78939
2025-08-27T08:57:08,206,85,19.408,60.24,5.808,117.904,3.28,12.77787
2025-08-27T09:09:03,206,85,19.456,60.464,5.696,117.616,3.344,12.76699
2025-08-27T09:21:05,206,85,19.376,60.64,5.488,117.424,3.424,12.75653
2025-08-27T09:33:01,205,85,19.392,59.696,5.6,117.824,3.376,12.7469
2025-08-27T09:45:07,207,85,19.36,61.984,5.488,117.68,3.328,12.73745
2025-08-27T09:57:07,206,85,19.456,60.336,5.536,117.312,3.408,12.76553
2025-08-27T10:09:05,203,85,19.312,59.6,5.344,116.192,3.312,13.3145
2025-08-27T10:21:00,200,85,19.104,58.096,5.04,115.44,3.28,13.83063
2025-08-27T10:33:01,197,85,18.896,57.12,4.928,113.28,3.296,14.32574
2025-08-27T10:45:04,196,85,18.832,58.16,4.688,111.344,3.248,14.79403
2025-08-27T10:57:08,191,85,18.592,56.544,4.528,109.072,2.96,15.23933
2025-08-27T11:09:07,186,85,18.544,52.864,4.56,107.856,3.168,15.48421
2025-08-27T11:21:01,188,85,18.576,53.104,4.416,108.912,3.024,15.29276
2025-08-27T11:33:00,187,85,18.672,51.344,4.704,109.904,3.056,15.10825
2025-08-27T11:45:02,186,85,18.672,50.144,4.736,110.208,3.008,14.93484
2025-08-27T11:57:04,188,85,18.752,51.312,4.752,110.448,3.056,14.76975
2025-08-27T12:09:03,190,85,18.832,52.88,4.864,111.216,3.072,14.61456
2025-08-27T12:21:07,194,85,18.832,55.952,4.912,111.696,3.136,14.46551
2025-08-27T12:33:02,196,85,18.88,56.928,4.928,112.224,3.184,14.32743
2025-08-27T12:45:08,198,85,18.864,57.6,5.056,113.392,3.232,14.19367
2025-08-27T12:57:07,198,85,18.928,57.264,5.2,113.856,3.152,14.0689
2025-08-27T13:09:03,200,85,19.04,59.36,5.248,113.984,3.248,13.95104
2025-08-27T13:21:08,200,85,19.056,58.272,5.024,114.912,3.2,13.83802
2025-08-27T13:33:07,202,85,19.056,59.408,5.2,115.312,3.344,13.73208
2025-08-27T13:45:05,204,85,19.12,60.672,5.344,115.552,3.328,13.63149
2025-08-27T13:57:04,204,85,19.216,61.024,5.28,115.872,3.28,13.53667
2025-08-27T14:09:02,201,85,19.152,58.224,5.296,115.696,3.344,13.44646
2025-08-27T14:21:02,199,85,19.216,54.96,5.424,116.128,3.36,13.36097
2025-08-27T14:33:07,199,85,19.264,55.472,5.648,116.08,3.328,13.27921
2025-08-27T14:45:07,197,85,19.264,52.896,5.328,116.896,3.376,13.20302
2025-08-27T14:57:03,200,85,19.248,55.76,5.424,116.944,3.312,13.13082
2025-08-27T15:09:06,198,85,19.28,53.92,5.472,116.72,3.392,13.06188
2025-08-27T15:21:02,200,85,19.232,55.232,5.6,117.12,3.328,12.99689
2025-08-27T15:33:01,201,85,19.376,56.224,5.584,117.264,3.28,12.93583
2025-08-27T15:45:00,201,85,19.376,56.128,5.744,116.96,3.376,12.87745
2025-08-27T15:57:04,199,85,19.328,53.872,5.44,117.024,3.376,12.82217
2025-08-27T16:09:00,199,85,19.408,53.792,5.472,117.232,3.408,12.7701
2025-08-27T16:21:05,200,85,19.504,55.04,5.488,116.864,3.28,12.72032
2025-08-27T16:33:01,198,85,19.392,52.416,5.68,117.776,3.456,12.67378
2025-08-27T16:45:08,197,85,19.392,52.304,5.488,117.344,3.376,12.62892
2025-08-27T16:57:08,196,85,19.44,50.496,5.808,117.28,3.28,12.58702
2025-08-27T17:09:00,195,85,19.52,49.168,5.664,118.128,3.328,12.54767
2025-08-27T17:21:08,196,85,19.424,50.448,5.808,117.696,3.376,12.50961
2025-08-27T17:33:07,198,85,19.488,51.792,5.872,117.792,3.408,12.47378
2025-08-27T17:45:03,198,85,19.472,52.336,5.744,117.616,3.424,12.44046
2025-08-27T17:57:05,199,85,19.584,52.272,5.872,118.304,3.408,12.40845
2025-08-27T18:09:07,198,85,19.52,51.424,5.888,118.288,3.44,12.37804
2025-08-27T18:21:06,199,85,19.536,52.768,5.936,118.08,3.376,12.34935
2025-08-27T18:33:07,196,85,19.456,49.808,5.824,117.888,3.44,12.32217
2025-08-27T18:45:05,195,85,19.536,48.592,5.568,118.048,3.344,12.29673
2025-08-27T18:57:01,194,85,19.568,47.616,5.984,118.272,3.536,12.27249
2025-08-27T19:09:00,194,85,19.536,46.912,6,118.848,3.408,12.24943
2025-08-27T19:21:02,193,85,19.552,46.4,6.016,118.032,3.344,12.22755
2025-08-27T19:33:03,197,85,19.52,50.576,6.272,117.776,3.44,12.20691
2025-08-27T19:45:05,198,85,19.488,51.728,5.696,118.048,3.376,12.18729
2025-08-27T19:57:00,200,85,19.648,53.152,5.84,118.304,3.312,12.16896
2025-08-27T20:09:07,200,85,19.648,51.984,6.032,118.928,3.44,12.15126
2025-08-27T20:21:02,200,85,19.584,53.152,5.888,118.8,3.424,12.13463
2025-08-27T20:33:02,203,85,19.6,55.504,5.92,119.136,3.44,12.11898
2025-08-27T20:45:06,202,85,19.584,54.896,5.904,118.816,3.36,12.10412
2025-08-27T20:57:02,201,85,19.616,54.784,5.904,118.256,3.424,12.09015
2025-08-27T21:09:07,204,85,19.6,56.144,6.032,119.216,3.456,12.07657
2025-08-27T21:21:07,203,85,19.632,55.76,5.968,118.8,3.44,12.06404
2025-08-27T21:33:04,204,85,19.632,56.304,5.936,118.736,3.424,12.05218
2025-08-27T21:45:02,204,85,19.648,56.496,6,119.264,3.472,12.04077
2025-08-27T21:57:04,205,85,19.664,56.896,6.032,119.072,3.344,12.03016
2025-08-27T22:09:06,191,72,19.504,43.04,5.872,119.344,3.456,12.01981
2025-08-27T22:21:04,191,72,19.52,43.744,5.952,119.008,3.392,12.0104
2025-08-27T22:33:02,189,72,19.456,41.488,5.68,119.248,3.36,12.00109
2025-08-27T22:45:03,189,72,19.52,40.96,6,119.408,3.6,11.99272
