Electricity consumption(MW),Electricity production(MW),Electricity consumption player(MW),Electricity consumption Industrial Zones(MW),Electricity consumption Commercial Zones (MW),Electricity consumption Residential Zones(MW),Electricity consumption Office Zones(MW),Temperature(°C)
199,85,19.328,53.872,5.44,117.024,3.376,12.82217
199,85,19.408,53.792,5.472,117.232,3.408,12.7701
200,85,19.504,55.04,5.488,116.864,3.28,12.72032
198,85,19.392,52.416,5.68,117.776,3.456,12.67378
197,85,19.392,52.304,5.488,117.344,3.376,12.62892
196,85,19.44,50.496,5.808,117.28,3.28,12.58702
195,85,19.52,49.168,5.664,118.128,3.328,12.54767
196,85,19.424,50.448,5.808,117.696,3.376,12.50961
198,85,19.488,51.792,5.872,117.792,3.408,12.47378
198,85,19.472,52.336,5.744,117.616,3.424,12.44046
199,85,19.584,52.272,5.872,118.304,3.408,12.40845
198,85,19.52,51.424,5.888,118.288,3.44,12.37804
199,85,19.536,52.768,5.936,118.08,3.376,12.34935
196,85,19.456,49.808,5.824,117.888,3.44,12.32217
195,85,19.536,48.592,5.568,118.048,3.344,12.29673
194,85,19.568,47.616,5.984,118.272,3.536,12.27249
194,85,19.536,46.912,6,118.848,3.408,12.24943
193,85,19.552,46.4,6.016,118.032,3.344,12.22755
197,85,19.52,50.576,6.272,117.776,3.44,12.20691
198,85,19.488,51.728,5.696,118.048,3.376,12.18729
200,85,19.648,53.152,5.84,118.304,3.312,12.16896
200,85,19.648,51.984,6.032,118.928,3.44,12.15126
200,85,19.584,53.152,5.888,118.8,3.424,12.13463
203,85,19.6,55.504,5.92,119.136,3.44,12.11898
202,85,19.584,54.896,5.904,118.816,3.36,12.10412
201,85,19.616,54.784,5.904,118.256,3.424,12.09015
204,85,19.6,56.144,6.032,119.216,3.456,12.07657
203,85,19.632,55.76,5.968,118.8,3.44,12.06404
204,85,19.632,56.304,5.936,118.736,3.424,12.05218
204,85,19.648,56.496,6,119.264,3.472,12.04077
205,85,19.664,56.896,6.032,119.072,3.344,12.03016
191,72,19.504,43.04,5.872,119.344,3.456,12.01981
191,72,19.52,43.744,5.952,119.008,3.392,12.0104
189,72,19.456,41.488,5.68,119.248,3.36,12.00109
189,72,19.52,40.96,6,119.408,3.6,11.99272
189,72,19.504,42.544,5.776,118.72,3.328,11.98447
193,72,19.52,45.36,6.288,119.104,3.456,11.97676
193,72,19.472,45.52,5.728,119.28,3.456,11.96953
190,72,19.568,42.88,5.728,119.296,3.472,11.96227
193,72,19.52,45.424,5.728,119.152,3.392,11.95605
191,72,19.52,43.648,5.984,119.168,3.504,11.94985
193,72,19.488,44.944,6.128,119.216,3.376,11.94365
194,72,19.568,46,5.824,119.168,3.44,11.93838
195,72,19.632,46.848,6.176,119.568,3.36,11.9332
194,72,19.504,46.56,5.792,119.072,3.52,11.92801
194,72,19.52,46.32,6.288,119.264,3.376,11.9232
196,72,19.536,48.464,5.84,118.896,3.376,11.91903
194,72,19.536,46.784,6.16,118.96,3.504,11.91488
194,72,19.584,45.84,6.192,119.072,3.456,11.9107
194,72,19.52,45.472,6.128,119.504,3.504,11.90654
192,72,19.536,44.384,6.016,119.376,3.584,11.90322
192,72,19.552,44.368,5.984,119.328,3.456,11.9001
191,72,19.568,43.408,6.24,119.216,3.376,11.89697
192,72,19.536,43.904,6.048,119.472,3.536,11.89384
191,72,19.488,42.88,6.208,119.376,3.488,11.89073
194,72,19.568,45.472,6,119.488,3.472,11.88762
193,72,19.568,44.736,6.336,119.36,3.472,11.88522
193,72,19.568,45.408,6,119.424,3.456,11.88312
193,72,19.616,45.232,5.984,119.504,3.472,11.88104
195,72,19.488,46.736,6.176,119.664,3.44,11.88401
193,72,19.456,45.984,6.048,118.864,3.408,12.17596
191,72,19.376,45.104,5.904,118.016,3.296,12.45119
190,72,19.344,44.96,5.936,117.376,3.328,12.71493
188,72,19.168,43.296,5.632,116.944,3.36,12.9606
187,72,19.136,43.424,5.344,116.192,3.312,13.19838
185,72,19.056,42.096,5.296,115.68,3.344,13.42161
184,72,18.96,41.904,5.104,115.344,3.248,13.63031
182,72,18.96,40.016,5.088,114.8,3.344,13.83018
181,72,18.8,40.304,5.12,113.6,3.232,14.02194
184,72,18.784,44.288,5.088,113.264,3.232,14.20001
181,72,18.768,42.224,4.832,112.304,3.296,14.36761
202,85,18.784,64.32,5.008,111.408,3.168,14.52925
203,85,18.832,65.12,5.008,111.76,3.168,14.68184
202,85,18.784,65.056,4.88,110.896,3.056,14.8245
202,85,18.736,65.424,4.944,110.576,3.056,14.96072
200,85,18.624,63.568,4.736,110.208,3.152,15.0903
198,85,18.704,62.576,4.768,109.28,3.04,15.2126
197,85,18.608,61.6,4.8,109.248,3.072,15.3281
197,85,18.56,62.432,4.624,108.608,3.2,15.43776
197,85,18.48,63.312,4.56,108.256,3.12,15.5414
195,85,18.528,61.904,4.544,108,2.992,15.63945
195,85,18.432,62.288,4.416,107.472,3.072,15.73203
197,85,18.48,64.032,4.496,107.392,3.008,15.81972
192,85,18.416,60.32,4.464,106.64,2.992,15.90328
191,85,18.32,59.2,4.576,106.304,2.928,15.98226
191,85,18.368,59.216,4.384,106.176,3.024,16.05715
191,85,18.256,59.792,4.384,105.792,2.976,16.12742
189,85,18.368,57.92,4.496,105.296,3.008,16.19498
187,85,18.304,56.592,4.496,105.088,3.04,16.25808
186,85,18.336,54.816,4.272,105.648,2.928,16.3183
185,85,18.176,56.016,4.304,104.112,2.944,16.37554
184,85,18.24,54.448,4.304,104.176,2.912,16.4293
185,85,18.208,56.416,4.24,103.664,2.96,16.47971
184,85,18.16,54.72,4.192,104.304,2.912,16.52834
182,85,18.208,53.36,4.304,103.776,2.896,16.57394
178,85,18.256,49.856,4.24,103.072,3.008,16.61694
178,85,18.24,49.552,4.256,103.744,3.088,16.65803
177,85,18.128,49.392,4.08,103.552,2.832,16.69698
175,85,18.128,47.456,4.16,102.976,2.864,16.73386
173,85,18.128,45.6,4.272,102.592,3.008,16.76859
174,85,18.128,46,4.064,103.456,2.912,16.8016
175,85,18.064,47.52,4.064,102.512,2.864,16.83287
178,85,18.08,50.992,4.112,102.592,2.88,16.86209
179,85,18.064,52.688,4.224,101.648,2.864,16.88981
179,85,18.128,51.648,4.128,102.576,2.816,16.91648
179,85,18.096,51.648,4.096,102.592,2.944,16.94159
178,85,18,51.12,4.016,101.936,2.928,16.96505
176,85,18.048,49.024,3.968,102.16,2.88,16.98791
175,85,17.968,48.736,4.16,101.984,2.88,17.00876
175,85,18.032,48.24,4.144,102.192,2.896,17.02934
178,80,18.08,51.6,4.16,102.16,2.832,17.048
176,80,18.016,50.016,3.888,101.856,2.944,17.06637
175,80,17.856,48.768,4.048,101.648,2.832,17.08317
179,80,18.032,52.944,4.064,101.504,2.912,17.09983
179,80,18.064,53.76,3.888,101.088,2.8,17.11468
181,80,18,54.96,3.984,101.76,2.96,17.12915
181,80,18,55.68,3.952,101.472,2.848,17.14333
181,80,17.984,55.168,4.064,101.232,2.832,17.15579
179,80,17.952,52.848,4.112,101.488,2.816,17.16831
180,80,18,53.952,4.08,101.264,2.848,17.18038
181,80,18.048,54.88,3.984,102.128,2.864,17.19079
180,80,17.936,54.688,4.112,101.456,2.784,17.20119
180,80,17.92,54.896,3.968,100.8,2.912,17.21164
180,80,17.952,53.856,4.096,101.296,2.864,17.22098
180,80,17.856,54.384,3.968,100.928,2.864,17.22928
180,80,17.92,54.8,4.128,100.384,2.912,17.23764
181,80,17.952,55.712,3.984,100.912,2.928,17.24603
180,80,17.968,54.992,4,100.352,2.8,17.24844
182,80,18.08,54.72,4.064,102.672,2.944,16.7802
184,80,18.256,55.248,4.208,103.936,2.928,16.33522
188,80,18.352,56.432,4.416,106.032,3.024,15.915
187,80,18.464,55.088,4.432,106.608,3.024,15.51346
189,80,18.544,54.512,4.784,108.16,3.072,15.13741
193,80,18.752,56.72,4.848,109.808,3.12,14.77773
194,80,18.912,56.352,4.912,111.296,3.216,14.43786
194,80,18.848,54.944,5.152,112.224,3.248,14.11781
194,80,19.008,53.056,4.976,113.936,3.2,13.81526
196,80,19.104,54.144,5.264,114.416,3.264,13.52538
197,80,19.232,54.032,5.312,115.152,3.392,13.25246
198,80,19.328,54.16,5.648,116.016,3.344,12.99501
199,80,19.408,54.464,5.728,116.448,3.264,12.75164
199,80,19.44,54.384,5.664,116.896,3.44,12.51951
201,80,19.504,54.896,5.744,117.648,3.408,12.30092
200,80,19.552,53.68,5.776,118.08,3.44,12.09134
201,80,19.648,54.64,5.664,118.496,3.456,11.89739
203,80,19.728,55.216,5.888,118.88,3.344,11.71099
203,80,19.808,55.008,6.128,119.552,3.44,11.53544
207,80,19.776,57.408,6.144,120.544,3.568,11.36713
209,80,19.856,59.472,6.4,120.096,3.408,11.20995
210,80,19.952,59.472,6.656,120.512,3.6,11.06136
210,80,19.968,59.584,6.56,121.152,3.504,10.9195
196,67,19.872,44.256,6.848,121.712,3.552,10.78615
195,67,19.952,42.96,6.528,121.984,3.632,10.65791
195,67,20.032,42.976,6.64,121.904,3.568,10.53894
196,67,20.016,43.904,6.816,122.368,3.472,10.4249
197,67,20.064,44.24,7.072,122.304,3.632,10.31761
199,67,20.16,45.248,6.976,123.056,3.664,10.21537
201,67,20.096,47.552,7.04,123.072,3.68,10.1191
201,67,20.128,47.072,6.88,123.68,3.6,10.02701
201,68,20.144,46.656,7.248,123.76,3.632,9.940578
203,70,20.176,48.144,7.2,124.16,3.584,9.858915
202,70,20.224,46.64,7.152,124.416,3.632,9.781035
202,70,20.224,46.88,7.504,124.256,3.632,9.707523
200,70,20.288,44.992,7.232,124.608,3.568,9.637806
203,70,20.32,47.648,7.376,124.32,3.6,9.572339
202,70,20.272,46.336,7.328,124.624,3.712,9.509993
202,70,20.368,46.784,7.44,124.464,3.68,9.450947
201,70,20.4,44.64,7.68,124.832,3.728,9.395076
202,70,20.32,45.168,7.584,125.6,3.696,9.341864
202,72,20.352,45.344,7.328,125.504,3.696,9.291777
206,72,20.416,48.496,7.488,125.984,3.808,9.244511
205,72,20.448,48,7.728,125.792,3.728,9.19955
205,72,20.448,47.472,7.584,125.984,3.808,9.156827
205,72,20.432,47.968,7.76,125.616,3.856,9.116632
203,72,20.496,46.336,7.328,125.664,3.76,9.078376
204,72,20.544,46.32,7.648,126.384,3.76,9.042112
203,72,20.464,44.848,7.744,126.64,3.824,9.008095
201,72,20.384,44.112,7.632,126,3.744,8.975666
204,72,20.432,46.416,7.808,126.112,3.792,8.944902
206,72,20.576,47.904,7.792,126.544,3.744,8.915891
206,72,20.48,48.448,7.76,126.272,3.792,8.888474
207,72,20.544,49.072,7.632,126.352,3.808,8.86238
206,72,20.512,47.392,7.808,126.736,3.808,8.83778
204,72,20.416,45.888,7.904,126.496,3.808,8.814517
206,72,20.624,46.352,7.824,127.424,3.84,8.792362
206,72,20.576,47.232,7.856,127.184,3.712,8.771441
205,72,20.576,45.84,7.984,126.944,3.872,8.751501
204,72,20.608,45.328,7.808,127.056,3.728,8.732702
204,72,20.592,45.296,7.872,127.344,3.712,8.714965
205,72,20.544,46.72,7.984,126.928,3.728,8.698281
206,72,20.608,46.304,7.984,127.536,3.824,8.682407
230,85,20.816,70.368,8.096,127.2,3.92,8.667278
231,85,20.72,72.4,7.792,127.12,3.824,8.652942
231,85,20.704,72.096,7.84,127.056,3.84,8.639527
232,85,20.704,73.536,7.648,127.088,3.792,8.626735
234,85,20.656,75.36,8.048,126.88,3.728,8.614579
234,85,20.752,74.832,7.824,127.408,3.808,8.603103
231,85,20.688,72.576,7.808,126.16,3.824,9.181157
228,85,20.384,72.864,7.296,124.4,3.76,9.860996
223,85,20.192,69.712,6.864,122.784,3.632,10.50293
219,85,20,68.864,6.48,120.896,3.568,11.11024
217,85,19.84,67.504,6.144,120.032,3.504,11.68893
211,85,19.568,64.656,5.888,118.256,3.424,12.2309
208,85,19.44,63.392,5.456,116.64,3.408,12.75162
204,85,19.344,60.832,5.504,115.728,3.44,13.23616
205,85,19.072,63.344,5.408,114.464,3.328,13.70097
203,85,18.992,62.512,5.168,113.232,3.328,14.13982
200,85,18.816,61.792,4.768,111.552,3.312,14.55681
194,85,18.72,58.16,4.64,110.048,3.184,14.94629
192,85,18.624,57.488,4.592,108.24,3.136,15.32156
190,85,18.496,56.864,4.272,107.552,3.024,15.67265
185,85,18.32,54.096,4.384,106.144,3.024,16.00753
183,85,18.272,53.92,4.448,104.336,2.992,16.32316
182,85,18.128,53.968,4.288,103.424,2.944,16.62147
179,85,18.144,52.368,4.16,102.304,2.992,16.90475
177,85,17.984,52.144,4.048,100.416,2.992,17.17392
174,85,17.888,49.744,4.112,100.048,2.912,17.42762
175,85,17.808,51.92,3.76,98.8,2.928,17.66804
173,85,17.696,50.56,3.808,98.24,2.864,17.8955
172,85,17.68,51.184,3.76,97.36,2.832,18.11126
172,85,17.568,50.864,3.824,97.12,2.832,18.31537
171,85,17.504,50.704,3.84,96.208,2.848,18.50949
170,85,17.264,50.672,3.776,95.552,2.832,18.69133
167,85,17.088,48.784,3.68,94.88,2.752,18.86564
165,85,16.784,47.2,3.632,94.624,2.8,19.02852
163,85,16.864,45.84,3.616,94.016,2.768,19.18446
164,85,16.688,47.808,3.536,94.08,2.736,19.33191
163,85,16.272,47.728,3.584,93.216,2.72,19.47162
165,85,16.432,50,3.536,92.912,2.72,19.60254
162,85,15.936,47.552,3.52,92.688,2.736,19.7275
159,85,15.248,46.016,3.472,92.368,2.704,19.84644
158,85,15.248,44.928,3.472,92.288,2.704,19.95796
158,85,15.248,45.328,3.472,92.176,2.704,20.06362
158,85,15.248,44.624,3.472,92.208,2.704,20.16452
159,85,15.248,46.24,3.472,92.208,2.704,20.25932
161,85,15.248,47.712,3.472,92.192,2.704,20.34946
161,85,15.248,48.08,3.472,92.208,2.704,20.43411
160,85,15.248,46.48,3.472,92.24,2.704,20.51561
160,85,15.248,46.48,3.472,92.192,2.704,20.59127
159,85,15.248,45.632,3.472,92.192,2.704,20.66375
157,85,15.248,43.808,3.472,92.24,2.704,20.73219
157,85,15.248,43.984,3.472,92.208,2.672,20.79747
158,85,15.248,44.752,3.472,92.144,2.672,20.85869
157,85,15.248,43.84,3.472,92.112,2.656,20.91674
157,85,15.248,44.496,3.472,92.08,2.688,20.97161
156,85,15.248,42.72,3.472,91.984,2.688,21.02388
156,85,15.248,42.944,3.472,91.936,2.704,21.07295
156,85,15.248,42.752,3.472,91.888,2.704,21.12007
156,85,15.248,42.928,3.472,91.904,2.72,21.16428
155,85,15.248,42.56,3.472,91.952,2.72,21.206
157,85,15.248,43.824,3.472,91.952,2.72,21.24646
158,85,15.248,44.736,3.472,91.968,2.72,21.28352
159,85,15.248,46.096,3.472,91.936,2.72,21.31893
161,85,15.248,47.744,3.472,91.952,2.72,21.35244
160,85,15.248,46.768,3.472,92.016,2.72,21.38419
159,85,15.248,45.776,3.472,92.032,2.72,21.29961
160,85,15.248,46.704,3.472,92.032,2.72,20.62092
158,85,15.248,45.072,3.472,92.016,2.72,19.97481
162,85,16.448,46.4,3.52,93.232,2.752,19.36861
165,85,17.04,47.52,3.584,94.768,2.816,18.78988
169,85,17.552,48.704,3.728,96.88,2.8,18.24395
171,85,17.648,49.536,3.872,97.792,2.88,17.72884
176,85,17.92,51.248,3.968,100.064,2.88,17.23536
179,85,18.016,52.608,4.208,101.92,2.944,16.77326
183,85,18.208,54.176,4.192,104.272,3.136,16.33529
185,85,18.384,54.624,4.304,104.704,3.072,15.92126
187,85,18.48,53.712,4.608,107.408,3.12,15.52459
191,85,18.624,57.024,4.624,107.888,3.232,15.15151
192,85,18.672,56.464,4.736,109.456,3.248,14.8011
195,85,18.88,57.152,4.912,110.928,3.168,14.46712
196,85,19.008,57.424,4.992,112.304,3.248,14.14947
182,72,18.944,41.152,5.248,113.488,3.248,13.85038
183,72,19.04,41.424,5.216,114.352,3.44,13.56793
185,72,19.04,42.624,5.408,114.56,3.472,13.29923
184,72,19.088,41.536,5.472,115.392,3.488,13.04414
184,72,19.2,39.568,5.616,116.176,3.52,12.80374
184,72,19.264,38.912,5.68,116.784,3.408,12.57508
185,72,19.376,39.552,6.016,116.912,3.6,12.36072
185,72,19.472,39.712,5.872,116.704,3.44,12.15532
188,72,19.52,42.176,6.192,117.408,3.52,11.96244
189,72,19.584,41.696,6.4,118.352,3.456,11.77849
190,72,19.648,42.208,6.336,118.96,3.52,11.60512
190,72,19.744,41.696,5.984,119.552,3.6,11.44081
195,72,19.728,45.76,6.464,119.632,3.6,11.28566
195,72,19.872,46.48,6.352,119.536,3.632,11.13833
198,72,19.888,47.584,6.592,120.816,3.584,10.99887
196,72,19.872,45.888,6.448,120.224,3.616,10.86704
196,72,19.952,45.696,6.528,121.2,3.6,10.74211
197,72,19.904,45.776,6.768,121.104,3.568,10.62422
199,72,20,47.744,6.944,121.568,3.696,10.51129
197,72,20.016,46.048,6.656,121.488,3.68,10.40574
199,72,20.064,46.96,6.8,122.288,3.648,10.30531
197,72,20.128,44.896,6.704,121.728,3.712,10.2098
200,72,20.096,47.264,7.152,121.808,3.76,10.11971
201,72,20.192,47.808,7.248,122.56,3.712,10.03493
198,72,20.24,45.216,6.864,122.336,3.744,9.954203
198,72,20.208,43.984,7.248,123.456,3.696,9.877365
200,72,20.272,46.816,6.912,123.04,3.744,9.805273
202,72,20.192,48.128,6.816,123.456,3.76,9.737144
200,72,20.192,45.408,7.376,123.648,3.776,9.671936
200,72,20.272,45.36,7.408,123.568,3.76,9.610502
203,72,20.32,48.128,7.184,124,3.76,9.552443
202,72,20.336,46.96,7.2,124.304,3.712,9.497246
200,72,20.416,45.488,7.216,123.936,3.744,9.444886
201,72,20.368,45.36,7.488,124.416,3.776,9.39571
200,72,20.32,45.536,7.312,123.92,3.856,9.348981
202,72,20.4,46.752,7.504,123.808,3.776,9.304586
204,72,20.48,48.656,7.648,124.272,3.824,9.262662
203,72,20.432,47.744,7.616,124.384,3.808,9.223091
200,72,20.384,44.896,7.36,124.464,3.744,9.18541
201,72,20.352,44.976,7.888,124.432,3.808,9.149695
223,85,20.576,67.488,7.472,124.32,3.872,9.116055
224,85,20.624,68.336,7.52,124.464,3.76,9.084331
225,85,20.56,68.128,7.584,125.648,3.888,9.054149
227,85,20.592,69.616,7.792,125.52,3.904,9.025305
224,85,20.544,67.696,7.68,125.104,3.728,8.99833
222,85,20.512,66.64,7.296,123.92,3.824,9.519589
218,85,20.256,65.52,6.864,122.432,3.696,10.21567
214,85,20.08,63.376,6.912,120.848,3.632,10.86043
211,85,19.808,62.928,6.464,118.752,3.696,11.47735
207,85,19.52,60.624,6.032,117.664,3.504,12.06412
205,85,19.456,60.544,5.952,116.304,3.408,12.61763
205,85,19.344,62.08,5.376,115.44,3.456,13.14219
201,85,19.2,59.808,5.392,113.632,3.376,13.63665
199,85,19.04,59.968,5.024,112.096,3.296,14.10785
193,85,18.896,56.144,5.024,110.048,3.344,14.55078
190,85,18.672,55.2,4.8,108.56,3.232,14.97291
191,85,18.624,58.128,4.56,107.456,3.168,15.37469
188,85,18.48,56.288,4.512,105.76,3.024,15.74892
188,85,18.32,57.776,4.272,104.64,3.04,16.11109
184,85,18.224,55.808,4.176,103.008,3.008,16.44683
181,85,18.192,53.744,4.224,101.952,2.928,16.7686
181,85,18.032,55.28,4.128,100.88,2.976,17.07185
177,85,17.936,53.248,4.176,99.152,2.864,17.35978
176,85,17.856,53.44,3.888,98.608,2.88,17.63067
175,85,17.824,54.016,3.92,97.056,2.848,17.8884
174,85,17.504,54.032,3.776,96.32,2.832,18.13218
172,85,17.44,52.624,3.728,96.32,2.816,18.36428
170,85,17.488,51.392,3.632,95.472,2.816,18.58243
167,85,17.232,49.92,3.712,94.336,2.768,18.79032
165,85,17.216,47.952,3.664,94.336,2.784,18.98608
164,85,17.04,46.96,3.6,93.808,2.752,19.17175
162,85,16.912,46.496,3.584,92.944,2.816,19.34725
160,85,16.288,45.232,3.552,92.784,2.736,19.51406
161,85,15.776,47.216,3.568,92.256,2.72,19.67186
159,85,16.176,45.408,3.52,91.872,2.736,19.82043
158,85,15.52,45.568,3.472,91.536,2.72,19.96227
159,85,15.248,46.32,3.472,91.52,2.72,20.09687
161,85,15.248,48.48,3.472,91.536,2.72,20.22336
161,85,15.248,48.688,3.472,91.6,2.72,20.34319
158,85,15.248,45.248,3.472,91.552,2.72,20.45697
159,85,15.248,46.048,3.472,91.552,2.72,20.56432
160,85,15.248,47.52,3.472,91.536,2.72,20.66584
159,85,15.248,46.24,3.472,91.552,2.72,20.76228
161,85,15.248,48.192,3.472,91.568,2.72,20.85389
161,85,15.248,48.128,3.472,91.552,2.72,20.94018
160,85,15.248,47.088,3.472,91.552,2.72,21.02199
159,85,15.248,46.864,3.472,91.584,2.72,21.10004
158,85,15.248,45.376,3.472,91.6,2.72,21.17328
159,85,15.248,46.72,3.472,91.6,2.72,21.24282
160,85,15.248,47.408,3.472,91.6,2.72,21.30829
160,85,15.248,48.016,3.472,91.536,2.72,21.3707
159,85,15.248,46.544,3.472,91.504,2.72,21.43002
160,85,15.248,47.28,3.472,91.392,2.72,21.4856
161,85,15.248,48.208,3.472,91.376,2.72,21.53829
161,85,15.248,48.176,3.472,91.424,2.72,21.58837
159,85,15.248,47.024,3.472,91.408,2.72,21.63588
158,85,15.248,45.696,3.472,91.376,2.72,21.68074
156,85,15.248,44.096,3.472,91.344,2.72,21.72332
157,85,15.248,44.848,3.472,91.376,2.72,21.76336
156,85,15.248,43.856,3.472,91.376,2.72,21.8017
156,85,15.248,43.456,3.472,91.376,2.72,21.83764
154,85,15.248,42.144,3.472,91.392,2.72,21.87186
155,85,15.248,42.416,3.472,91.376,2.72,21.73401
155,85,15.248,42.672,3.472,91.408,2.72,21.39088
155,85,15.248,42.736,3.472,91.408,2.72,21.06396
157,85,15.248,44.304,3.472,91.392,2.72,20.75863
158,85,15.248,45.392,3.472,91.376,2.72,20.4663
159,85,15.248,46.416,3.472,91.408,2.72,20.19201
159,85,15.248,46.64,3.472,91.424,2.72,19.92826
159,85,16.096,45.744,3.504,91.824,2.752,19.68215
164,85,16.512,49.344,3.552,92.608,2.752,19.44807
163,85,16.864,47.632,3.6,93.024,2.784,19.22837
164,85,16.8,47.456,3.6,93.584,2.752,19.01599
169,85,17.424,50.832,3.632,94.544,2.736,18.81763
170,85,17.36,51.328,3.664,95.04,2.832,18.62897
168,85,17.424,48.992,3.664,95.216,2.8,18.45115
169,85,17.456,49.92,3.76,95.728,2.88,18.28171
170,85,17.632,49.456,3.712,96.608,2.896,18.12243
172,85,17.632,50.336,3.824,97.44,3.008,17.97216
170,85,17.696,49.248,3.824,97.104,2.848,17.82845
161,72,17.664,39.456,3.888,97.28,2.896,17.6933
161,72,17.728,38.368,3.952,98.496,2.864,17.56447
162,72,17.648,38.384,4,99.296,2.864,17.44376
160,72,17.728,36.288,3.968,99.344,2.992,17.32778
158,72,17.808,34.288,4,99.776,3.008,17.2189
162,72,17.84,37.136,4.096,100.512,2.944,17.11495
166,72,17.904,40.8,4.272,101.04,2.944,17.01749
165,72,17.92,40.496,4,100.352,2.976,16.92429
166,72,17.936,40.448,4.032,101.2,3.104,16.83777
164,72,17.968,37.824,4.016,101.824,2.944,16.7542
164,72,17.936,38.288,4,101.52,3.088,16.67623
166,72,18.064,38.544,4.272,102.192,3.008,16.60114
165,72,18.112,38.304,4.048,102.336,3.024,16.5315
168,72,18.064,40.352,4.192,102.336,3.184,16.46458
168,72,18.176,40.416,4.24,102.416,3.008,16.40149
165,72,18.144,38.016,4.32,102.064,3.024,16.34171
166,72,18.112,37.792,4.16,103.456,3.088,16.285
165,72,18.144,36.8,4.384,102.944,3.152,16.23174
166,72,18.112,37.792,4.288,103.088,3.12,16.18071
168,72,18.192,38.832,4.416,103.52,3.056,16.1328
169,72,18.192,39.648,4.288,103.808,3.104,16.08738
170,72,18.24,40.4,4.48,104,3.184,16.04389
169,72,18.24,39.424,4.688,104.4,3.2,16.00325
168,72,18.176,38.304,4.336,104.432,3.168,15.96485
170,72,18.192,40.672,4.416,104.032,3.264,15.92841
172,72,18.256,42.256,4.288,104.624,3.296,15.89345
172,72,18.256,41.136,4.416,105.072,3.12,15.86054
170,72,18.24,40.592,4.528,104.432,3.136,15.82981
171,72,18.224,40.784,4.56,104.72,3.152,15.80009
170,72,18.288,39.488,4.4,105.184,3.152,15.77202
173,72,18.4,42.832,4.576,104.832,3.12,15.74616
174,72,18.256,43.712,4.48,105.024,3.184,15.72126
173,72,18.256,42.16,4.544,104.944,3.12,15.69748
173,72,18.304,41.76,4.4,105.44,3.264,15.67528
173,72,18.4,42.448,4.432,105.36,3.168,15.65403
176,72,18.368,44.752,4.624,105.6,3.152,15.63404
174,72,18.4,42.976,4.512,105.904,3.136,15.61504
173,72,18.256,41.92,4.432,105.184,3.216,15.59688
173,72,18.384,41.024,4.368,106.176,3.104,15.58003
173,72,18.416,41.584,4.624,105.744,3.264,15.56388
196,85,18.528,64.176,4.592,105.76,3.216,15.54862
195,85,18.56,62.976,4.544,106.448,3.2,15.53393
193,85,18.48,61.44,4.4,106.176,3.136,15.52039
191,85,18.464,58.896,4.576,106.256,3.136,15.50762
190,85,18.512,57.936,4.512,105.84,3.28,15.49511
188,85,18.48,56.624,4.48,105.744,3.184,15.48363
191,85,18.56,59.328,4.64,105.936,3.136,15.47263
195,85,18.48,62.8,4.624,106.176,3.2,15.46218
194,85,18.528,62.112,4.592,105.824,3.136,15.45239
193,85,18.544,60.96,4.576,106.496,3.12,15.44304
193,85,18.576,60.304,4.592,106.368,3.2,15.43421
191,85,18.64,59.2,4.416,106.288,3.248,15.42592
190,85,18.528,58.144,4.48,106.448,3.168,15.41778
191,85,18.624,58.224,4.56,106.384,3.216,15.4105
190,85,18.592,57.632,4.624,106.208,3.2,15.40324
190,85,18.528,57.6,4.544,106.336,3.248,15.39659
191,85,18.56,58.256,4.672,106.384,3.264,15.39035
190,85,18.56,57.856,4.672,106.112,3.104,15.38409
189,85,18.64,56.448,4.64,106.32,3.232,15.37843
187,85,18.56,54.432,4.688,106.304,3.248,15.37324
186,85,18.528,54.464,4.496,106.064,3.168,15.36802
188,85,18.56,56.32,4.496,105.728,3.12,15.36285
187,85,18.608,55.12,4.608,106.064,3.216,15.35858
186,85,18.544,54.72,4.48,105.904,3.312,15.35444
185,85,18.656,54.096,4.592,105.488,3.136,15.35026
187,85,18.592,55.12,4.592,105.984,3.248,15.34611
185,85,18.592,52.656,4.448,106.464,3.216,15.34228
187,85,18.544,55.104,4.608,106.256,3.152,15.33914
186,85,18.496,54.944,4.656,105.648,3.216,15.33604
191,85,18.544,58.352,4.368,106.704,3.184,15.3329
190,85,18.528,58.864,4.64,105.568,3.2,15.3298
192,85,18.576,59.952,4.672,106.32,3.2,15.32666
192,85,18.528,59.136,4.576,106.704,3.12,15.32378
190,85,18.624,57.888,4.576,106.112,3.136,15.32169
189,85,18.592,56.432,4.576,106.592,3.2,15.31961
190,85,18.496,57.44,4.864,106.688,3.136,15.31752
189,85,18.496,56.448,4.592,106.496,3.056,15.42426
190,85,18.512,58.24,4.608,105.936,3.136,15.6131
187,85,18.384,57.2,4.288,104.832,3.136,15.79323
186,85,18.416,56,4.496,104.336,3.056,15.96267
185,85,18.352,55.536,4.4,103.808,3.12,16.12338
183,85,18.272,55.072,4.32,102.448,3.04,16.27572
180,85,18.208,53.568,4.208,101.728,3.104,16.42061
181,85,18.176,53.856,4.112,101.824,3.04,16.55665
180,85,18.224,53.68,4.08,100.96,3.056,16.68584
180,85,18.144,54.288,4.144,100.832,3.104,16.80877
180,85,18.144,54.176,4.016,100.96,3.024,16.92434
178,85,18.064,54.128,4.064,99.696,2.848,17.03331
176,85,17.92,50.896,4.112,100.096,3.008,17.13797
